1, 2
2, 1
3, 4
4, 1
5, 1
6, 6
7, 1
8, 4
9, 3
10, 2
11, 4
12, 3
13, 2
14, 3
15, 5
16, 6
17, 2
18, 3
19, 5
20, 5
